0	4.47916666913
0.02	4.46848786222
0.04	4.41365759103
0.06	4.3198684055
0.08	4.19231285559
0.1	4.03618349126
0.12	3.85667286246
0.14	3.65897351915
0.16	3.44827801127
0.18	3.22977888879
0.2	3.00866870166
0.22	2.79013999983
0.24	2.57938533326
0.26	2.3815972519
0.28	2.20195947833
0.3	2.04351325812
0.32	1.90437916434
0.34	1.78198963329
0.36	1.67380106634
0.38	1.57782978546
0.4	1.49265692299
0.42	1.41688855433
0.44	1.34913075491
0.46	1.28798960013
0.48	1.2320711654
0.5	1.17998152614
0.52	1.13050648559
0.54	1.08343087305
0.56	1.03888462835
0.58	0.99699801971
0.6	0.957901315343
0.62	0.921724783468
0.64	0.888598692306
0.66	0.858635140636
0.68	0.831558012067
0.7	0.806718782231
0.72	0.783453920478
0.74	0.761099896157
0.76	0.738993178618
0.78	0.716470237209
0.8	0.692991165312
0.82	0.668531965992
0.84	0.64320320293
0.86	0.617115440168
0.88	0.589977223048
0.9	0.557101312616
0.92	0.511090998367
0.94	0.444509770348
0.96	0.349921118605
0.98	0.219888533187
1	0.0469755041413
