0	1.35299834082
0.02	1.35153013579
0.04	1.34668549824
0.06	1.338827477
0.08	1.32831912091
0.1	1.31552347883
0.12	1.3008035996
0.14	1.28452253206
0.16	1.26704332507
0.18	1.24872902745
0.2	1.22994268806
0.22	1.21104735575
0.24	1.19240607936
0.26	1.17437906559
0.28	1.15710372696
0.3	1.14033817702
0.32	1.12380358071
0.34	1.10722110299
0.36	1.09031220921
0.38	1.07291688344
0.4	1.05517353411
0.42	1.03726680358
0.44	1.01938133425
0.46	1.0017017685
0.48	0.984393445705
0.5	0.967431695394
0.52	0.950683830979
0.54	0.934015919977
0.56	0.917294029905
0.58	0.900384228281
0.6	0.883152663009
0.62	0.865495165621
0.64	0.847381454503
0.66	0.828792551436
0.68	0.8097094782
0.7	0.790113256573
0.72	0.769984908337
0.74	0.74930545527
0.76	0.728055919152
0.78	0.706215921893
0.8	0.683647788129
0.82	0.660009747474
0.84	0.634939582592
0.86	0.60807507615
0.88	0.57905401081
0.9	0.547077728903
0.92	0.505856553202
0.94	0.445349383566
0.96	0.355442507086
0.98	0.226022210858
1	0.046974781976
