0	62695200447800
0.02	62482519222100
0.04	62166999644900
0.06	61756483523500
0.08	61258812665500
0.1	60681828878100
0.12	60033373969000
0.14	59321289745600
0.16	58553418015200
0.18	57737600585400
0.2	56881679263600
0.22	55993495857300
0.24	55080892173900
0.26	54151710020900
0.28	53213791205700
0.3	52274977535700
0.32	51343282960600
0.34	50432082974800
0.36	49561033231400
0.38	48749705673900
0.4	48004840922800
0.42	47318649277100
0.44	46682558572600
0.46	46087996645000
0.48	45526391329900
0.5	44989170463200
0.52	44467761880600
0.54	43953593417800
0.56	43439893007200
0.58	42927445996000
0.6	42419020723300
0.62	41917385536500
0.64	41425308782800
0.66	40945558809600
0.68	40480295882000
0.7	40026092979600
0.72	39576516328600
0.74	39125103156300
0.76	38665390690100
0.78	38190956784400
0.8	37700918156000
0.82	37205501317100
0.84	36716259837000
0.86	36244747284800
0.88	35786298516000
0.9	35196968554200
0.92	34261888558600
0.94	32765626723700
0.96	30492751244200
0.98	27227830314700
1	22755432129600
