 0.000000   10.373296   -13.524418
 0.000048   10.372651   -13.610841
 0.000190   10.370703   -13.729240
 0.000428   10.367435   -13.872639
 0.000758   10.362831   -14.020978
 0.001181   10.356874   -14.159964
 0.001696   10.349551   -14.278460
 0.002303   10.340850   -14.368376
 0.003004   10.330759   -14.425338
 0.003799   10.319269   -14.448861
 0.004692   10.306370   -14.441298
 0.005683   10.292057   -14.407072
 0.006777   10.276323   -14.352102
 0.007975   10.259164   -14.283309
 0.009280   10.240579   -14.207457
 0.010692   10.220565   -14.130166
 0.012214   10.199124   -14.055390
 0.013845   10.176256   -13.985321
 0.015585   10.151967   -13.920345
 0.017436   10.126259   -13.859581
 0.019397   10.099141   -13.802480
 0.021467   10.070619   -13.749403
 0.023647   10.040703   -13.701389
 0.025935   10.009404   -13.659441
 0.028330   9.976733   -13.624198
 0.030831   9.942706   -13.596137
 0.033434   9.907336   -13.575541
 0.036139   9.870640   -13.562508
 0.038942   9.832637   -13.556972
 0.041841   9.793344   -13.558303
 0.044832   9.752783   -13.564492
 0.047913   9.710975   -13.572343
 0.051083   9.667943   -13.578411
 0.054340   9.623712   -13.579362
 0.057684   9.578306   -13.571980
 0.061116   9.531751   -13.553777
 0.064636   9.484076   -13.524728
 0.068246   9.435309   -13.487920
 0.071946   9.385479   -13.447624
 0.075734   9.334617   -13.379788
 0.079608   9.282966   -13.183082
 0.083564   9.231394   -12.812487
 0.087597   9.180606   -12.377983
 0.091701   9.130673   -11.965902
 0.095871   9.081600   -11.582394
 0.100101   9.033385   -11.226392
 0.104385   8.986022   -10.895618
 0.108717   8.939504   -10.587109
 0.113093   8.893824   -10.297744
 0.117508   8.848977   -10.024654
 0.121958   8.804954   -9.765401
 0.126440   8.761750   -9.518264
 0.130951   8.719356   -9.282272
 0.135488   8.677767   -9.056804
 0.140048   8.636973   -8.841290
 0.144627   8.596968   -8.635164
 0.149223   8.557742   -8.444402
 0.153833   8.519224   -8.297842
 0.158456   8.481127   -8.210188
 0.163090   8.443229   -8.149439
 0.167733   8.405528   -8.091009
 0.172384   8.368025   -8.034345
 0.177044   8.330722   -7.979288
 0.181709   8.293620   -7.925747
 0.186380   8.256721   -7.873651
 0.191056   8.220027   -7.822946
 0.195735   8.183539   -7.773577
 0.200417   8.147259   -7.725501
 0.205100   8.111187   -7.678671
 0.209785   8.075326   -7.633032
 0.214469   8.039677   -7.588521
 0.219152   8.004241   -7.545087
 0.223834   7.969019   -7.502719
 0.228513   7.934013   -7.460265
 0.233188   7.899235   -7.411440
 0.237859   7.864743   -7.353502
 0.242525   7.830577   -7.294626
 0.247184   7.796720   -7.240480
 0.251836   7.763157   -7.190781
 0.256480   7.729871   -7.145252
 0.261116   7.696848   -7.103657
 0.265743   7.664074   -7.065853
 0.270360   7.631533   -7.031866
 0.274967   7.599211   -7.001827
 0.279563   7.567095   -6.975869
 0.284147   7.535170   -6.954123
 0.288719   7.503424   -6.936785
 0.293277   7.471842   -6.924156
 0.297819   7.440411   -6.916751
 0.302346   7.409115   -6.916542
 0.306854   7.377920   -6.973277
 0.311347   7.346344   -7.394276
 0.315831   7.311544   -8.384605
 0.320321   7.271104   -9.609626
 0.324837   7.225001   -10.773396
 0.329402   7.173271   -11.851685
 0.334037   7.115964   -12.834467
 0.338762   7.053135   -13.719467
 0.343594   6.984845   -14.508058
 0.348548   6.911161   -15.202587
 0.353638   6.832155   -15.806393
 0.358876   6.747907   -16.325136
 0.364275   6.658502   -16.765738
 0.369844   6.564036   -17.134643
 0.375591   6.464610   -17.438011
 0.381525   6.360337   -17.682070
 0.387652   6.251344   -17.872370
 0.393976   6.137796   -17.970281
 0.400499   6.020471   -17.630640
 0.407216   5.904370   -16.641798
 0.414116   5.793868   -15.416545
 0.421185   5.689025   -14.279400
 0.428408   5.589793   -13.229384
 0.435768   5.496092   -12.258812
 0.443251   5.407834   -11.358819
 0.450838   5.324919   -10.520725
 0.458515   5.247244   -9.736662
 0.466266   5.174699   -8.999890
 0.474079   5.107171   -8.304624
 0.481939   5.044544   -7.645868
 0.489835   4.986698   -7.019461
 0.497756   4.933514   -6.422054
 0.505692   4.884868   -5.850868
 0.513631   4.840636   -5.303817
 0.521564   4.800682   -4.789897
 0.529485   4.764697   -4.427289
 0.537385   4.730639   -4.310897
 0.545261   4.696685   -4.314294
