 0.000000   0.732473   -0.377082
 0.000048   0.732455   -0.445331
 0.000190   0.732388   -0.516585
 0.000428   0.732259   -0.568806
 0.000758   0.732066   -0.599564
 0.001181   0.731807   -0.620329
 0.001696   0.731484   -0.635256
 0.002303   0.731094   -0.646364
 0.003004   0.730638   -0.654384
 0.003799   0.730115   -0.659171
 0.004692   0.729526   -0.659640
 0.005683   0.728872   -0.656301
 0.006777   0.728157   -0.652020
 0.007975   0.727378   -0.648467
 0.009280   0.726534   -0.645599
 0.010692   0.725624   -0.643204
 0.012214   0.724647   -0.641201
 0.013845   0.723603   -0.639580
 0.015585   0.722491   -0.638180
 0.017436   0.721311   -0.636758
 0.019397   0.720064   -0.635246
 0.021467   0.718750   -0.633971
 0.023647   0.717369   -0.633107
 0.025935   0.715921   -0.632490
 0.028330   0.714407   -0.632194
 0.030831   0.712826   -0.632449
 0.033434   0.711179   -0.633018
 0.036139   0.709466   -0.633522
 0.038942   0.707690   -0.634486
 0.041841   0.705848   -0.636208
 0.044832   0.703943   -0.638190
 0.047913   0.701973   -0.640247
 0.051083   0.699940   -0.642343
 0.054340   0.697845   -0.644175
 0.057684   0.695688   -0.645543
 0.061116   0.693471   -0.646408
 0.064636   0.691194   -0.646724
 0.068246   0.688859   -0.646680
 0.071946   0.686467   -0.646459
 0.075734   0.684019   -0.644484
 0.079608   0.681529   -0.634517
 0.083564   0.679051   -0.613513
 0.087597   0.676628   -0.588030
 0.091701   0.674266   -0.563510
 0.095871   0.671965   -0.540465
 0.100101   0.669726   -0.518878
 0.104385   0.667548   -0.498619
 0.108717   0.665430   -0.479522
 0.113093   0.663372   -0.461432
 0.117508   0.661373   -0.444202
 0.121958   0.659434   -0.427753
 0.126440   0.657552   -0.412018
 0.130951   0.655728   -0.396917
 0.135488   0.653961   -0.382372
 0.140048   0.652250   -0.368348
 0.144627   0.650595   -0.354838
 0.149223   0.648995   -0.342227
 0.153833   0.647444   -0.332156
 0.158456   0.645928   -0.325447
 0.163090   0.644432   -0.320354
 0.167733   0.642956   -0.315477
 0.172384   0.641500   -0.310726
 0.177044   0.640063   -0.306094
 0.181709   0.638645   -0.301576
 0.186380   0.637247   -0.297170
 0.191056   0.635868   -0.292869
 0.195735   0.634507   -0.288673
 0.200417   0.633165   -0.284577
 0.205100   0.631842   -0.280576
 0.209785   0.630537   -0.276671
 0.214469   0.629250   -0.272860
 0.219152   0.627981   -0.269147
 0.223834   0.626730   -0.265519
 0.228513   0.625496   -0.261962
 0.233188   0.624279   -0.258500
 0.237859   0.623080   -0.255187
 0.242525   0.621897   -0.252045
 0.247184   0.620729   -0.249071
 0.251836   0.619577   -0.246259
 0.256480   0.618440   -0.243602
 0.261116   0.617317   -0.241076
 0.265743   0.616207   -0.238667
 0.270360   0.615111   -0.236382
 0.274967   0.614027   -0.234231
 0.279563   0.612955   -0.232222
 0.284147   0.611895   -0.230351
 0.288719   0.610846   -0.228628
 0.293277   0.609808   -0.227058
 0.297819   0.608780   -0.225657
 0.302346   0.607761   -0.224528
 0.306854   0.606751   -0.226028
 0.311347   0.605726   -0.244644
 0.315831   0.604555   -0.290258
 0.320321   0.603122   -0.347636
 0.324837   0.601424   -0.403213
 0.329402   0.599460   -0.455855
 0.334037   0.597230   -0.505065
 0.338762   0.594733   -0.550696
 0.343594   0.591967   -0.592703
 0.348548   0.588933   -0.631148
 0.353638   0.585628   -0.666097
 0.358876   0.582053   -0.697726
 0.364275   0.578206   -0.726332
 0.369844   0.574087   -0.752178
 0.375591   0.569695   -0.775517
 0.381525   0.565028   -0.796597
 0.387652   0.560087   -0.815634
 0.393976   0.554872   -0.830675
 0.400499   0.549415   -0.824388
 0.407216   0.543957   -0.785428
 0.414116   0.538720   -0.733459
 0.421185   0.533712   -0.684487
 0.428408   0.528938   -0.638621
 0.435768   0.524399   -0.595626
 0.443251   0.520097   -0.555186
 0.450838   0.516032   -0.516978
 0.458515   0.512205   -0.480704
 0.466266   0.508616   -0.446111
 0.474079   0.505262   -0.412981
 0.481939   0.502143   -0.381130
 0.489835   0.499257   -0.350414
 0.497756   0.496601   -0.320720
 0.505692   0.494171   -0.291956
 0.513631   0.491966   -0.264058
 0.521564   0.489980   -0.237544
 0.529485   0.488200   -0.218659
 0.537385   0.486521   -0.212511
 0.545261   0.484847   -0.212618
 0.553111   0.483177   -0.212962
 0.560930   0.481510   -0.213373
 0.568718   0.479847   -0.213814
 0.576474   0.478187   -0.214275
 0.584194   0.476531   -0.214763
 0.591879   0.474879   -0.215283
 0.599525   0.473230   -0.215836
 0.607131   0.471587   -0.216422
 0.614696   0.469947   -0.217042
 0.622218   0.468312   -0.217695
 0.629696   0.466682   -0.218380
 0.637128   0.465056   -0.219095
 0.644513   0.463435   -0.219849
 0.651851   0.461819   -0.220661
 0.659139   0.460208   -0.221610
 0.666378   0.458600   -0.222758
 0.673567   0.456994   -0.224023
 0.680703   0.455391   -0.225317
 0.687788   0.453790   -0.226634
 0.694820   0.452191   -0.227980
 0.701797   0.450596   -0.228958
 0.708721   0.449009   -0.230317
 0.715589   0.447419   -0.232088
 0.722402   0.445833   -0.233508
 0.729158   0.444251   -0.234947
 0.735858   0.442672   -0.236402
 0.742501   0.441097   -0.237871
 0.749085   0.439526   -0.239400
 0.755612   0.437958   -0.241097
 0.762079   0.436393   -0.243003
 0.768488   0.434829   -0.244992
 0.774837   0.433267   -0.246812
 0.781128   0.431709   -0.248175
 0.787361   0.430159   -0.248865
 0.793537   0.428621   -0.248957
 0.799656   0.427098   -0.249186
 0.805718   0.425586   -0.251131
 0.811725   0.424067   -0.256845
 0.817678   0.422514   -0.268240
