 0.000000   1.745342   -1.545128
 0.000048   1.745269   -1.555050
 0.000190   1.745046   -1.568698
 0.000428   1.744673   -1.585233
 0.000758   1.744146   -1.602415
 0.001181   1.743466   -1.618624
 0.001696   1.742628   -1.632542
 0.002303   1.741634   -1.643272
 0.003004   1.740479   -1.650319
 0.003799   1.739164   -1.653614
 0.004692   1.737688   -1.653424
 0.005683   1.736049   -1.650249
 0.006777   1.734246   -1.644774
 0.007975   1.732279   -1.637777
 0.009280   1.730148   -1.630032
 0.010692   1.727851   -1.622193
 0.012214   1.725389   -1.614713
 0.013845   1.722761   -1.607832
 0.015585   1.719967   -1.601594
 0.017436   1.717008   -1.595913
 0.019397   1.713884   -1.590717
 0.021467   1.710596   -1.586051
 0.023647   1.707143   -1.582033
 0.025935   1.703528   -1.578779
 0.028330   1.699750   -1.576370
 0.030831   1.695810   -1.574859
 0.033434   1.691711   -1.574286
 0.036139   1.687453   -1.574659
 0.038942   1.683038   -1.575977
 0.041841   1.678468   -1.578171
 0.044832   1.673743   -1.581007
 0.047913   1.668867   -1.584116
 0.051083   1.663841   -1.587096
 0.054340   1.658668   -1.589558
 0.057684   1.653348   -1.591119
 0.061116   1.647886   -1.591483
 0.064636   1.642284   -1.590643
 0.068246   1.636544   -1.588953
 0.071946   1.630669   -1.586913
 0.075734   1.624662   -1.580825
 0.079608   1.618557   -1.555422
 0.083564   1.612483   -1.503387
 0.087597   1.606546   -1.440595
 0.091701   1.600760   -1.380221
 0.095871   1.595126   -1.323571
 0.100101   1.589643   -1.270541
 0.104385   1.584309   -1.220820
 0.108717   1.579124   -1.174015
 0.113093   1.574085   -1.129725
 0.117508   1.569192   -1.087587
 0.121958   1.564444   -1.047297
 0.126440   1.559838   -1.008639
 0.130951   1.555373   -0.971479
 0.135488   1.551048   -0.935723
 0.140048   1.546861   -0.901299
 0.144627   1.542811   -0.868170
 0.149223   1.538896   -0.837259
 0.153833   1.535103   -0.812434
 0.158456   1.531394   -0.795644
 0.163090   1.527738   -0.782740
 0.167733   1.524133   -0.770401
 0.172384   1.520578   -0.758428
 0.177044   1.517072   -0.746785
 0.181709   1.513614   -0.735453
 0.186380   1.510205   -0.724416
 0.191056   1.506843   -0.713661
 0.195735   1.503529   -0.703182
 0.200417   1.500261   -0.692967
 0.205100   1.497039   -0.683004
 0.209785   1.493862   -0.673284
 0.214469   1.490731   -0.663797
 0.219152   1.487644   -0.654532
 0.223834   1.484602   -0.645474
 0.228513   1.481602   -0.636603
 0.233188   1.478647   -0.627969
 0.237859   1.475733   -0.619705
 0.242525   1.472861   -0.611862
 0.247184   1.470028   -0.604431
 0.251836   1.467232   -0.597406
 0.256480   1.464474   -0.590762
 0.261116   1.461750   -0.584475
 0.265743   1.459060   -0.578527
 0.270360   1.456402   -0.572913
 0.274967   1.453776   -0.567638
 0.279563   1.451178   -0.562709
 0.284147   1.448610   -0.558128
 0.288719   1.446068   -0.553906
 0.293277   1.443553   -0.550062
 0.297819   1.441062   -0.546639
 0.302346   1.438595   -0.543849
 0.306854   1.436149   -0.547231
 0.311347   1.433669   -0.591036
 0.315831   1.430843   -0.698758
 0.320321   1.427399   -0.834334
 0.324837   1.423329   -0.965501
 0.329402   1.418631   -1.089697
 0.334037   1.413304   -1.205741
 0.338762   1.407345   -1.313220
 0.343594   1.400753   -1.412111
 0.348548   1.393526   -1.502518
